iter	Passed	Remaining
821	22632	528033
822	22661	528034
823	22690	528054
824	22720	528087
825	22751	528122
826	22782	528177
827	22809	528148
828	22837	528116
829	22865	528100
830	22892	528071
831	22920	528050
832	22950	528085
833	22978	528053
834	23004	527991
835	23031	527961
836	23058	527910
837	23086	527899
838	23113	527867
839	23142	527862
840	23170	527841
841	23196	527795
842	23224	527763
843	23250	527704
844	23278	527688
845	23305	527644
846	23334	527666
847	23361	527613
848	23388	527584
849	23416	527564
850	23444	527531
851	23471	527508
852	23499	527495
853	23526	527445
854	23553	527394
855	23581	527384
856	23609	527374
857	23640	527428
858	23670	527443
859	23699	527442
860	23729	527476
861	23758	527477
862	23785	527451
863	23812	527403
864	23840	527376
865	23867	527346
866	23895	527321
867	23921	527262
868	23948	527221
869	23974	527161
870	24001	527118
871	24029	527097
872	24057	527087
873	24083	527025
874	24110	526984
875	24139	526999
876	24168	526989
877	24196	526970
878	24223	526933
879	24251	526909
880	24279	526897
881	24307	526877
882	24333	526819
883	24358	526741
884	24385	526695
885	24413	526690
886	24442	526677
887	24468	526626
888	24495	526577
889	24523	526561
890	24549	526508
891	24576	526464
892	24604	526441
893	24632	526432
894	24658	526377
895	24684	526314
896	24712	526301
897	24739	526260
898	24765	526194
899	24793	526176
900	24821	526152
901	24849	526136
902	24876	526104
903	24902	526046
904	24929	526004
905	24955	525945
906	24982	525904
907	25009	525868
908	25036	525818
909	25065	525827
910	25095	525845
911	25121	525793
912	25148	525746
913	25176	525723
914	25203	525689
915	25231	525680
916	25259	525658
917	25288	525652
918	25313	525585
919	25343	525593
920	25372	525600
921	25399	525574
922	25428	525566
923	25455	525532
924	25482	525497
925	25510	525479
926	25537	525423
927	25569	525494
928	25599	525522
929	25629	525541
930	25656	525501
931	25682	525446
932	25709	525403
933	25736	525372
934	25763	525324
935	25788	525240
936	25815	525200
937	25840	525133
938	25868	525115
939	25897	525107
940	25926	525124
941	25957	525164
942	25989	525218
943	26019	525242
944	26051	525305
945	26080	525302
946	26109	525301
947	26137	525284
948	26163	525236
949	26191	525202
950	26219	525187
951	26246	525149
952	26276	525176
953	26308	525226
954	26335	525199
955	26362	525163
956	26390	525144
957	26418	525125
958	26445	525085
959	26473	525048
960	26500	525018
961	26529	525010
962	26555	524958
963	26582	524919
964	26610	524897
965	26636	524835
966	26663	524796
967	26690	524770
968	26717	524731
969	26744	524692
970	26774	524707
971	26802	524684
972	26830	524678
973	26857	524623
974	26884	524590
975	26912	524573
976	26940	524546
977	26967	524519
978	26995	524495
979	27023	524480
980	27050	524447
981	27077	524395
982	27104	524369
983	27132	524349
984	27159	524309
985	27189	524315
986	27217	524308
987	27245	524290
988	27274	524287
989	27301	524246
990	27330	524239
991	27358	524224
992	27387	524229
993	27415	524210
994	27442	524171
995	27470	524139
996	27498	524134
997	27527	524126
998	27555	524111
999	27585	524132
1000	27613	524110
1001	27649	524227
1002	27683	524324
1003	27716	524411
1004	27745	524405
1005	27773	524386
1006	27799	524329
1007	27827	524308
1008	27855	524292
1009	27881	524234
1010	27910	524222
1011	27937	524195
1012	27966	524178
1013	27993	524141
1014	28021	524129
1015	28048	524095
1016	28077	524084
1017	28106	524076
1018	28135	524090
1019	28162	524045
1020	28190	524023
1021	28218	523994
1022	28246	523987
1023	28273	523941
1024	28301	523918
1025	28328	523877
1026	28358	523908
1027	28386	523872
1028	28414	523860
1029	28441	523824
1030	28470	523812
1031	28498	523803
1032	28527	523788
1033	28554	523751
1034	28580	523704
1035	28608	523680
1036	28635	523646
1037	28663	523628
1038	28690	523584
1039	28717	523546
1040	28745	523529
1041	28772	523490
1042	28799	523446
1043	28827	523422
1044	28854	523391
1045	28884	523399
1046	28915	523427
1047	28943	523406
1048	28970	523380
1049	28998	523352
1050	29025	523309
1051	29052	523276
1052	29079	523231
1053	29106	523201
1054	29132	523140
1055	29160	523124
1056	29190	523132
1057	29217	523101
1058	29245	523080
1059	29272	523032
1060	29297	522956
1061	29324	522931
1062	29353	522925
1063	29380	522878
1064	29410	522892
1065	29436	522841
1066	29465	522833
1067	29494	522837
1068	29521	522795
1069	29549	522772
1070	29576	522743
1071	29604	522714
1072	29631	522688
1073	29661	522688
1074	29690	522698
1075	29717	522658
1076	29745	522629
1077	29774	522627
1078	29801	522597
1079	29829	522577
1080	29858	522568
1081	29886	522551
1082	29917	522573
1083	29946	522567
1084	29974	522545
1085	30002	522524
1086	30029	522491
1087	30058	522479
1088	30087	522491
1089	30118	522508
1090	30147	522513
1091	30177	522522
1092	30205	522500
1093	30232	522472
1094	30260	522444
1095	30289	522441
1096	30316	522404
1097	30345	522389
1098	30373	522380
1099	30402	522371
1100	30429	522331
1101	30457	522314
1102	30486	522297
1103	30514	522275
1104	30543	522272
1105	30571	522251
1106	30599	522240
1107	30628	522225
1108	30653	522165
1109	30681	522132
1110	30708	522091
1111	30738	522112
1112	30767	522100
1113	30794	522073
1114	30822	522047
1115	30848	521989
1116	30874	521933
1117	30901	521890
1118	30927	521845
1119	30956	521844
1120	30984	521811
1121	31010	521765
1122	31037	521727
1123	31064	521679
1124	31092	521663
1125	31119	521622
1126	31147	521603
1127	31177	521606
1128	31205	521592
1129	31234	521585
1130	31260	521540
1131	31287	521486
1132	31314	521449
1133	31340	521410
1134	31368	521387
1135	31397	521380
1136	31425	521354
1137	31453	521330
1138	31478	521259
1139	31505	521225
1140	31532	521190
1141	31557	521120
1142	31585	521087
1143	31612	521051
1144	31637	520981
1145	31664	520942
1146	31691	520911
1147	31716	520843
1148	31743	520800
1149	31773	520804
1150	31801	520783
1151	31829	520771
1152	31858	520755
1153	31886	520745
1154	31914	520724
1155	31942	520700
1156	31970	520669
1157	31996	520626
1158	32025	520611
1159	32053	520586
1160	32080	520547
1161	32107	520514
1162	32134	520486
1163	32162	520456
1164	32189	520419
1165	32218	520415
1166	32249	520437
1167	32277	520415
1168	32304	520375
1169	32332	520360
1170	32358	520309
1171	32384	520255
1172	32412	520233
1173	32441	520219
1174	32468	520189
1175	32495	520152
1176	32522	520119
1177	32550	520082
1178	32577	520051
1179	32604	520007
1180	32630	519965
1181	32656	519901
1182	32684	519884
1183	32711	519855
1184	32739	519827
1185	32764	519762
1186	32793	519744
1187	32820	519716
1188	32850	519716
1189	32879	519717
1190	32905	519661
1191	32932	519620
1192	32959	519594
1193	32987	519559
1194	33013	519513
1195	33043	519530
1196	33071	519501
1197	33098	519469
1198	33125	519429
1199	33153	519399
1200	33180	519371
1201	33207	519328
1202	33236	519330
1203	33266	519330
1204	33296	519341
1205	33325	519341
1206	33355	519350
1207	33385	519355
1208	33415	519359
1209	33444	519362
1210	33475	519374
1211	33504	519382
1212	33535	519392
1213	33563	519380
1214	33593	519384
1215	33620	519345
1216	33649	519340
1217	33674	519278
1218	33701	519240
1219	33729	519219
1220	33759	519223
1221	33787	519201
1222	33815	519184
1223	33843	519152
1224	33869	519100
1225	33897	519075
1226	33924	519048
1227	33952	519016
1228	33980	518999
1229	34007	518967
1230	34036	518949
1231	34064	518929
1232	34092	518906
1233	34119	518875
1234	34146	518839
1235	34174	518806
1236	34200	518756
1237	34228	518735
1238	34256	518710
1239	34283	518677
1240	34308	518613
1241	34335	518575
1242	34362	518536
1243	34390	518507
1244	34416	518463
1245	34443	518414
1246	34471	518395
1247	34498	518362
1248	34524	518302
1249	34550	518256
1250	34576	518207
1251	34602	518155
1252	34629	518113
1253	34657	518091
1254	34683	518043
1255	34710	518006
1256	34738	517977
1257	34765	517943
1258	34792	517913
1259	34818	517862
1260	34846	517838
1261	34874	517807
1262	34901	517777
1263	34928	517742
1264	34956	517708
1265	34982	517659
1266	35010	517635
1267	35038	517614
1268	35066	517602
1269	35094	517568
1270	35122	517548
1271	35151	517542
1272	35178	517508
1273	35208	517508
1274	35235	517472
1275	35261	517431
1276	35289	517407
1277	35317	517379
1278	35345	517356
1279	35372	517327
1280	35399	517288
1281	35426	517247
1282	35454	517229
1283	35480	517176
1284	35509	517174
1285	35537	517147
1286	35565	517127
1287	35592	517081
1288	35620	517065
1289	35649	517049
1290	35676	517019
1291	35704	517000
1292	35731	516962
1293	35756	516895
1294	35782	516843
1295	35811	516832
1296	35838	516802
1297	35865	516767
1298	35892	516729
1299	35920	516702
1300	35947	516669
1301	35975	516637
1302	36003	516617
1303	36030	516580
1304	36056	516528
1305	36084	516510
1306	36112	516482
1307	36141	516477
1308	36166	516416
1309	36192	516370
1310	36220	516337
1311	36247	516299
1312	36276	516295
1313	36301	516235
1314	36329	516208
1315	36358	516197
1316	36385	516170
1317	36414	516156
1318	36442	516141
1319	36471	516126
1320	36498	516090
1321	36525	516050
1322	36552	516017
1323	36580	515997
1324	36607	515962
1325	36635	515939
1326	36664	515927
1327	36691	515884
1328	36716	515833
1329	36744	515802
1330	36770	515756
1331	36798	515736
1332	36825	515690
1333	36851	515646
1334	36879	515627
1335	36906	515589
1336	36934	515557
1337	36960	515520
1338	36988	515486
1339	37014	515444
1340	37041	515402
1341	37068	515370
1342	37096	515343
1343	37123	515314
1344	37152	515295
1345	37179	515263
1346	37207	515239
1347	37235	515219
1348	37264	515206
1349	37290	515163
1350	37318	515137
1351	37346	515119
1352	37372	515066
1353	37399	515027
1354	37425	514979
1355	37453	514957
1356	37481	514934
1357	37509	514910
1358	37537	514887
1359	37564	514852
1360	37589	514796
1361	37617	514763
1362	37643	514718
1363	37670	514682
1364	37698	514658
1365	37727	514650
1366	37755	514628
1367	37788	514668
1368	37815	514640
1369	37844	514627
1370	37872	514603
1371	37899	514574
1372	37927	514551
1373	37954	514515
1374	37983	514508
1375	38011	514485
1376	38037	514428
1377	38062	514366
1378	38089	514333
1379	38116	514290
1380	38143	514263
1381	38170	514219
1382	38196	514172
1383	38224	514150
1384	38250	514101
1385	38276	514058
1386	38306	514052
1387	38333	514024
1388	38361	514000
1389	38386	513942
1390	38413	513895
1391	38440	513861
1392	38467	513824
1393	38494	513792
1394	38520	513742
1395	38548	513722
1396	38576	513700
1397	38602	513650
1398	38629	513616
1399	38657	513590
1400	38685	513570
1401	38712	513539
1402	38740	513506
1403	38766	513461
1404	38793	513430
1405	38819	513379
1406	38846	513347
1407	38875	513327
1408	38902	513302
1409	38929	513268
1410	38956	513227
1411	38984	513200
1412	39011	513173
1413	39039	513151
1414	39067	513117
1415	39093	513074
1416	39122	513059
1417	39150	513036
1418	39176	512992
1419	39203	512964
1420	39232	512944
1421	39259	512914
1422	39285	512860
1423	39314	512852
1424	39342	512831
1425	39370	512806
1426	39396	512757
1427	39423	512720
1428	39450	512689
1429	39477	512658
1430	39505	512630
1431	39534	512625
1432	39561	512587
1433	39588	512547
1434	39615	512521
1435	39644	512501
1436	39671	512474
1437	39699	512445
1438	39725	512395
1439	39751	512352
1440	39777	512309
1441	39803	512254
1442	39829	512205
1443	39858	512195
1444	39886	512171
1445	39914	512147
1446	39941	512113
1447	39968	512088
1448	39995	512048
1449	40021	512004
1450	40049	511974
1451	40076	511946
1452	40104	511913
1453	40133	511908
1454	40162	511893
1455	40188	511846
1456	40215	511818
1457	40244	511805
1458	40271	511771
1459	40299	511747
1460	40325	511706
1461	40353	511677
1462	40379	511635
1463	40407	511609
1464	40434	511577
1465	40462	511550
1466	40489	511510
1467	40516	511478
1468	40542	511436
1469	40570	511410
1470	40597	511374
1471	40626	511364
1472	40653	511326
1473	40680	511292
1474	40707	511264
1475	40735	511233
1476	40764	511223
1477	40792	511198
1478	40819	511172
1479	40847	511147
